ExecutionTime
4/6/2023 10:11:52 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox11
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20170630,"44.336,00","48.572,00","91,28"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20171231,"43.556,00","45.055,00","96,67"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20180630,"44.139,00","45.636,00","96,72"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20181231,"93.936,00","101.243,00","92,78"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20190630,"88.627,00","90.952,00","97,44"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20191231,"69.221,00","70.623,00","98,01"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20200331,"22.774,00","23.426,00","97,22"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20200630,"19.962,00","20.184,00","98,90"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20200930,"21.590,00","21.960,00","98,32"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20201231,"29.942,00","30.346,00","98,67"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20210331,"26.183,00","26.639,00","98,29"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20210630,"29.875,00","30.535,00","97,84"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20210930,"32.498,00","33.117,00","98,13"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20211231,"40.769,00","41.806,00","97,52"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20220331,"39.117,00","39.911,00","98,01"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20220630,"43.025,00","44.493,00","96,70"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20220930,"43.952,00","44.961,00","97,76"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,63,63 - Quindio,00000,TOTAL,Total,100,Porcentaje,20221231,"41.654,00","42.368,00","98,31"

