ExecutionTime
4/1/2023 9:40:20 AM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox11
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20170630,"398.470,00","415.239,00","95,96"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20171231,"542.747,00","554.295,00","97,92"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20180630,"492.464,00","507.474,00","97,04"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20181231,"617.801,00","636.845,00","97,01"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20190630,"555.817,00","575.595,00","96,56"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20191231,"600.057,00","620.302,00","96,74"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20200331,"216.898,00","226.221,00","95,88"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20200630,"219.228,00","224.261,00","97,76"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20200930,"287.911,00","295.461,00","97,44"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20201231,"282.793,00","467.711,00","60,46"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20210331,"305.667,00","350.727,00","87,15"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20210630,"290.301,00","303.395,00","95,68"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20210930,"267.500,00","278.037,00","96,21"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20211231,"323.569,00","333.633,00","96,98"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20220331,"296.245,00","308.562,00","96,01"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20220630,"386.474,00","406.051,00","95,18"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20220930,"341.597,00","356.542,00","95,81"
Proporción de usuarios que recomendaría su IPS a familiares y amigos,05,05 - Antioquia,00000,TOTAL,Total,100,Porcentaje,20221231,"330.848,00","359.272,00","92,09"

