ExecutionTime
4/6/2023 9:44:46 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox11
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20170630,"105.909,00","111.254,00","95,20"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20171231,"118.047,00","123.759,00","95,38"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20180630,"107.075,00","114.403,00","93,59"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20181231,"114.137,00","120.346,00","94,84"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20190630,"77.962,00","82.039,00","95,03"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20191231,"107.955,00","113.756,00","94,90"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20200331,"47.783,00","50.324,00","94,95"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20200630,"40.077,00","41.416,00","96,77"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20200930,"39.562,00","41.354,00","95,67"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20201231,"46.859,00","48.932,00","95,76"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20210331,"39.333,00","41.301,00","95,23"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20210630,"48.221,00","49.828,00","96,77"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20210930,"45.604,00","47.660,00","95,69"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20211231,"54.088,00","56.999,00","94,89"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20220331,"53.773,00","56.287,00","95,53"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20220630,"74.819,00","78.596,00","95,19"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20220930,"75.555,00","78.718,00","95,98"
Proporción de Satisfacción Global de los usuarios en la IPS,44,44 - La Guajira,00000,TOTAL,Total,100,Porcentaje,20221231,"73.191,00","77.487,00","94,46"

