ExecutionTime
4/6/2023 10:13:47 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox11
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20170630,"92.517,00","100.327,00","92,22"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20171231,"110.599,00","115.402,00","95,84"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20180630,"84.389,00","87.793,00","96,12"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20181231,"183.782,00","190.709,00","96,37"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20190630,"153.963,00","158.965,00","96,85"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20191231,"154.956,00","159.615,00","97,08"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20200331,"58.203,00","60.408,00","96,35"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20200630,"45.047,00","46.111,00","97,69"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20200930,"70.818,00","73.550,00","96,29"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20201231,"87.555,00","90.503,00","96,74"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20210331,"91.332,00","92.876,00","98,34"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20210630,"89.780,00","91.693,00","97,91"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20210930,"94.957,00","97.491,00","97,40"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20211231,"87.956,00","90.554,00","97,13"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20220331,"86.638,00","88.700,00","97,68"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20220630,"102.511,00","104.586,00","98,02"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20220930,"84.548,00","86.837,00","97,36"
Proporción de Satisfacción Global de los usuarios en la IPS,66,66 - Risaralda,00000,TOTAL,Total,100,Porcentaje,20221231,"52.406,00","53.675,00","97,64"

