ExecutionTime
4/6/2023 9:35:20 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox11
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20170630,"6.707,00","859,00","7,81"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20171231,"4.646,00","554,00","8,39"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20180630,"6.510,00","730,00","8,92"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20181231,"6.229,00","805,00","7,74"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20190630,"5.907,00","1.206,00","4,90"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20191231,"6.066,00","1.094,00","5,54"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20200630,"5.303,00","814,00","6,51"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20201231,"4.038,00","820,00","4,92"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20210630,"9.544,00","1.113,00","8,58"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20211231,"7.712,00","828,00","9,31"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20220630,"4.094,00","975,00","4,20"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20220930,"0,00","7,00","0,00"
Tiempo promedio de espera para la asignación de cita de  Ginecología,95,95 - Guaviare,00000,TOTAL,Total,1,Días,20221231,"6.419,00","922,00","6,96"

